repository,commit_time,author,isOwner
linux,2018-02-06T12:36:37Z,Madhavan Srinivasan,False
linux,2018-01-26T19:41:59Z,Nathan Fontenot,False
linux,2018-02-08T05:59:17Z,Cong Wang,False
linux,2018-02-07T13:51:23Z,Ryan Hsu,False
linux,2018-02-06T21:20:22Z,Artem Savkov,False
linux,2018-02-06T21:20:21Z,Artem Savkov,False
linux,2018-02-05T09:15:52Z,Horia Geantă,False
linux,2018-02-01T10:22:00Z,Geert Uytterhoeven,False
linux,2018-02-01T10:21:59Z,Geert Uytterhoeven,False
linux,2018-02-01T10:21:58Z,Geert Uytterhoeven,False
linux,2018-01-27T09:18:32Z,Ard Biesheuvel,False
linux,2018-01-26T16:09:59Z,LEROY Christophe,False
linux,2018-01-24T08:31:27Z,Eric Biggers,False
linux,2018-01-31T08:16:56Z,Michal Hocko,False
linux,2018-02-08T10:59:51Z,Daniel Borkmann,False
linux,2018-02-08T04:27:17Z,Quentin Monnet,False
linux,2018-02-08T04:27:16Z,Quentin Monnet,False
linux,2018-02-08T04:27:15Z,Quentin Monnet,False
linux,2018-02-08T04:27:14Z,Quentin Monnet,False
linux,2018-02-08T04:27:13Z,Quentin Monnet,False
linux,2018-02-08T04:27:12Z,Jakub Kicinski,False
linux,2018-02-08T10:27:19Z,Rafael J. Wysocki,False
linux,2018-02-08T10:26:38Z,Rafael J. Wysocki,False
linux,2018-02-08T10:26:07Z,Rafael J. Wysocki,False
linux,2018-02-06T11:49:58Z,Jesper Nilsson,False
linux,2018-02-07T20:47:40Z,Simon Gaiser,False
linux,2018-02-08T09:22:12Z,Rafael J. Wysocki,False
linux,2018-01-30T09:55:26Z,Nicolas Chauvet,False
linux,2018-01-30T05:42:37Z,Dominik Brodowski,False
linux,2018-01-29T02:27:57Z,Chen Yu,False
linux,2018-01-23T02:09:02Z,Wei Yongjun,False
linux,2018-01-19T09:06:03Z,Greg Kroah-Hartman,False
linux,2018-02-05T01:21:20Z,Ulf Magnusson,False
linux,2018-02-05T01:21:14Z,Ulf Magnusson,False
linux,2018-02-07T04:50:23Z,Song Liu,False
linux,2018-02-07T04:14:18Z,Md. Islam,False
linux,2018-02-07T01:17:06Z,Grygorii Strashko,False
linux,2018-02-06T23:25:23Z,Thomas Falcon,False
linux,2018-02-06T22:21:49Z,John Allen,False
linux,2018-02-06T21:15:20Z,Amritha Nambiar,False
linux,2018-02-06T21:17:06Z,David Ahern,False
linux,2018-02-06T20:14:12Z,David Ahern,False
linux,2018-02-06T19:34:23Z,Shannon Nelson,False
linux,2018-02-06T16:44:12Z,David Howells,False
linux,2018-02-06T20:17:17Z,Christophe JAILLET,False
linux,2018-02-06T12:58:49Z,Trond Myklebust,False
linux,2018-02-07T18:15:34Z,Naresh Kamboju,False
linux,2018-02-07T22:54:25Z,Jens Axboe,False
linux,2018-02-07T22:54:20Z,Jens Axboe,False
linux,2018-02-07T22:29:34Z,Linus Torvalds,False
linux,2018-02-07T22:25:22Z,Linus Torvalds,False
linux,2018-02-07T22:23:06Z,Linus Torvalds,False
linux,2018-02-07T22:21:37Z,Dave Airlie,False
linux,2018-02-07T21:19:20Z,Paolo Valente,False
linux,2018-02-07T21:17:07Z,Linus Torvalds,False
linux,2018-02-07T21:10:43Z,Linus Torvalds,False
linux,2018-02-07T20:47:23Z,Linus Torvalds,False
linux,2018-01-18T15:33:10Z,Jani Nikula,False
linux,2018-02-07T20:11:09Z,Linus Torvalds,False
linux,2018-02-07T19:54:27Z,Dave Airlie,False
linux,2018-02-07T19:54:34Z,Linus Torvalds,False
linux,2018-02-07T19:41:46Z,Tang Junhui,False
linux,2018-02-07T19:41:45Z,Tang Junhui,False
linux,2018-02-07T19:41:44Z,Coly Li,False
linux,2018-02-07T19:41:43Z,Tang Junhui,False
linux,2018-02-07T19:41:42Z,Coly Li,False
linux,2018-02-07T19:41:41Z,Coly Li,False
linux,2018-02-07T19:41:40Z,Tang Junhui,False
linux,2018-02-07T19:41:39Z,Tang Junhui,False
linux,2018-02-07T19:33:08Z,Linus Torvalds,False
linux,2018-02-07T19:31:05Z,Linus Torvalds,False
linux,2018-02-07T19:22:44Z,Linus Torvalds,False
linux,2018-02-07T18:55:20Z,David S. Miller,False
linux,2018-02-07T17:42:59Z,Linus Torvalds,False
linux,2018-02-05T20:46:18Z,Steve French,False
linux,2018-02-04T01:45:07Z,Steve French,False
linux,2018-02-02T15:48:47Z,Arnd Bergmann,False
linux,2018-01-31T20:34:37Z,Steve French,False
linux,2018-02-03T07:44:58Z,Julia Lawall,False
linux,2018-01-26T11:46:47Z,Martin Schwidefsky,False
linux,2018-02-01T09:48:52Z,Julia Lawall,False
linux,2018-02-07T14:13:04Z,Trond Myklebust,False
linux,2018-01-30T12:06:11Z,Oleksij Rempel,False
linux,2018-01-30T12:06:08Z,Yu Wang,False
linux,2018-01-30T12:06:07Z,Wojciech Dubowik,False
linux,2018-01-30T12:06:05Z,Tobias Schramm,False
linux,2018-01-30T12:06:02Z,Tobias Schramm,False
linux,2018-01-30T12:06:01Z,Yu Wang,False
linux,2018-02-05T18:38:11Z,Larry Finger,False
linux,2018-02-07T11:25:47Z,Mark Brown,False
linux,2018-02-07T11:25:44Z,Mark Brown,False
linux,2018-02-07T11:25:41Z,Mark Brown,False
linux,2018-02-07T11:24:21Z,Mark Brown,False
linux,2018-02-07T11:23:48Z,Mark Brown,False
linux,2018-02-07T11:21:02Z,Mark Brown,False
linux,2018-02-05T10:49:45Z,Olivier Moysan,False
linux,2018-02-02T14:56:18Z,Arnd Bergmann,False
linux,2018-01-31T05:59:21Z,Johan Hovold,False
linux,2018-02-05T05:00:00Z,KaiChieh Chuang,False
linux,2018-01-23T20:43:08Z,Ulf Hansson,False
linux,2018-02-07T08:49:02Z,Felix Fietkau,False
linux,2018-02-07T02:50:41Z,Taehee Yoo,False
linux,2018-01-22T14:41:07Z,Sudeep Holla,False
linux,2018-01-22T16:05:46Z,Andy Shevchenko,False
linux,2018-01-22T16:05:45Z,Andy Shevchenko,False
linux,2018-01-22T16:05:44Z,Andy Shevchenko,False
linux,2018-01-22T16:05:43Z,Andy Shevchenko,False
linux,2018-01-18T20:02:02Z,Corentin LABBE,False
linux,2018-01-18T15:09:51Z,Prarit Bhargava,False
linux,2018-01-18T10:21:30Z,Akshu Agrawal,False
linux,2018-02-06T23:36:17Z,Gustavo A. R. Silva,False
linux,2018-02-06T06:37:12Z,Shunyong Yang,False
linux,2018-02-07T06:15:42Z,Linus Torvalds,False
linux,2018-02-02T07:26:46Z,Kailang Yang,False
linux,2018-02-02T07:13:09Z,Kailang Yang,False
linux,2018-01-29T06:23:15Z,Hui Wang,False
linux,2018-02-07T03:57:31Z,Linus Torvalds,False
linux,2018-02-07T03:56:00Z,Linus Torvalds,False
linux,2018-02-07T03:28:19Z,Linus Torvalds,False
linux,2018-02-07T03:00:42Z,Linus Torvalds,False
linux,2018-02-06T23:42:44Z,Kangmin Park,False
linux,2018-02-06T23:42:41Z,Joe Perches,False
linux,2018-02-06T23:42:37Z,Joe Perches,False
linux,2018-02-06T23:42:33Z,Joe Perches,False
linux,2018-02-06T23:42:30Z,Joe Perches,False
linux,2018-02-06T23:42:26Z,Joe Perches,False
linux,2018-02-06T23:42:23Z,Joe Perches,False
linux,2018-02-06T23:42:19Z,Mike Rapoport,False
linux,2018-02-06T23:42:16Z,Mike Rapoport,False
linux,2018-02-06T23:42:13Z,Mike Rapoport,False
linux,2018-02-06T23:42:08Z,Eric Biggers,False
linux,2018-02-06T23:42:05Z,Eric Biggers,False
linux,2018-02-06T23:42:00Z,Eric Biggers,False
linux,2018-02-06T23:41:56Z,Eric Biggers,False
linux,2018-02-06T23:41:53Z,Eric Biggers,False
linux,2018-02-06T23:41:49Z,Eric Biggers,False
linux,2018-02-06T23:41:45Z,Eric Biggers,False
linux,2018-02-06T23:41:41Z,Arnd Bergmann,False
linux,2018-02-06T23:41:38Z,Yaowei Bai,False
linux,2018-02-06T23:41:35Z,Yaowei Bai,False
linux,2018-02-06T23:41:31Z,Yaowei Bai,False
linux,2018-02-06T23:41:28Z,Yaowei Bai,False
linux,2018-02-06T23:41:24Z,Yaowei Bai,False
linux,2018-02-06T23:41:21Z,Yaowei Bai,False
linux,2018-02-06T23:41:18Z,Yaowei Bai,False
linux,2018-02-06T23:41:13Z,Sergey Senozhatsky,False
linux,2018-02-06T23:41:10Z,Sergey Senozhatsky,False
linux,2018-02-06T23:41:06Z,Sergey Senozhatsky,False
linux,2018-02-06T23:41:03Z,Pravin Shedge,False
linux,2018-02-06T23:40:59Z,Shakeel Butt,False
linux,2018-02-06T23:40:56Z,Markus Elfring,False
linux,2018-02-06T23:40:52Z,Jonathan Haws,False
linux,2018-02-06T23:40:49Z,Philippe Mikoyan,False
linux,2018-02-06T23:40:45Z,Andrey Ryabinin,False
linux,2018-02-06T23:40:42Z,Andrey Ryabinin,False
linux,2018-02-06T23:40:38Z,Andrew Morton,False
linux,2018-02-06T23:40:35Z,Masahiro Yamada,False
linux,2018-02-06T23:40:31Z,Masahiro Yamada,False
linux,2018-02-06T23:40:28Z,Dmitry Vyukov,False
linux,2018-02-06T23:40:24Z,Eric Biggers,False
linux,2018-02-06T23:40:21Z,Arnd Bergmann,False
linux,2018-02-06T23:40:17Z,Mike Rapoport,False
linux,2018-02-06T23:40:13Z,Markus Elfring,False
linux,2018-02-06T23:40:10Z,Markus Elfring,False
linux,2018-02-06T23:40:06Z,Markus Elfring,False
linux,2018-02-06T23:40:01Z,Markus Elfring,False
linux,2018-02-06T23:39:58Z,Markus Elfring,False
linux,2018-02-06T23:39:55Z,Markus Elfring,False
linux,2018-02-06T23:39:51Z,Markus Elfring,False
linux,2018-02-06T23:39:48Z,Markus Elfring,False
linux,2018-02-06T23:39:44Z,Markus Elfring,False
linux,2018-02-06T23:39:41Z,Markus Elfring,False
linux,2018-02-06T23:39:37Z,Alexey Dobriyan,False
linux,2018-02-06T23:39:34Z,Marcos Paulo de Souza,False
linux,2018-02-06T23:39:30Z,Marcos Paulo de Souza,False
linux,2018-02-06T23:39:27Z,Randy Dunlap,False
linux,2018-02-06T23:49:02Z,Ernesto A. Fernandez,False
linux,2018-02-06T23:39:21Z,Arnd Bergmann,False
linux,2018-02-06T23:39:18Z,Huacai Chen,False
linux,2018-02-06T23:39:13Z,Alexey Dobriyan,False
linux,2018-02-06T23:39:09Z,Joe Perches,False
linux,2018-02-06T23:39:06Z,Joe Perches,False
linux,2018-02-06T23:39:03Z,Joe Perches,False
linux,2018-02-06T23:38:59Z,Joe Perches,False
linux,2018-02-06T23:38:55Z,Joe Perches,False
linux,2018-02-06T23:38:52Z,Joe Perches,False
linux,2018-02-06T23:38:49Z,Joe Perches,False
linux,2018-02-06T23:38:45Z,Andreas Brauchli,False
linux,2018-02-06T23:38:42Z,Pravin Shedge,False
linux,2018-02-06T23:38:38Z,Vincent Legoll,False
linux,2018-02-06T23:38:34Z,Clement Courbet,False
linux,2018-02-06T23:38:31Z,Yury Norov,False
linux,2018-02-06T23:38:27Z,Yury Norov,False
linux,2018-02-06T23:38:24Z,Alexander Potapenko,False
linux,2018-02-06T23:38:20Z,Andy Shevchenko,False
linux,2018-02-06T23:38:17Z,Andy Shevchenko,False
linux,2018-02-06T23:38:13Z,Andy Shevchenko,False
linux,2018-02-06T23:38:10Z,Andy Shevchenko,False
linux,2018-02-06T23:38:06Z,Yury Norov,False
linux,2018-02-06T23:38:02Z,Yury Norov,False
linux,2018-02-06T23:37:59Z,Stephen Boyd,False
linux,2018-02-06T23:37:55Z,Rasmus Villemoes,False
linux,2018-02-06T23:37:52Z,Sergey Senozhatsky,False
linux,2018-02-06T23:37:48Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:45Z,Kees Cook,False
linux,2018-02-06T23:37:41Z,Kees Cook,False
linux,2018-02-06T23:37:38Z,Kees Cook,False
linux,2018-02-06T23:37:34Z,Markus Elfring,False
linux,2018-02-06T23:37:31Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:28Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:24Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:21Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:18Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:13Z,Heiko Carstens,False
linux,2018-02-06T23:37:10Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:06Z,Alexey Dobriyan,False
linux,2018-02-06T23:37:02Z,Alexey Dobriyan,False
linux,2018-02-06T23:36:59Z,Alexey Dobriyan,False
linux,2018-02-06T23:36:55Z,Alexey Dobriyan,False
linux,2018-02-06T23:36:51Z,Alexey Dobriyan,False
linux,2018-02-06T23:36:48Z,Colin Ian King,False
linux,2018-02-06T23:36:44Z,Andrey Konovalov,False
linux,2018-02-06T23:36:41Z,Andrey Konovalov,False
linux,2018-02-06T23:36:37Z,Dmitry Vyukov,False
linux,2018-02-06T23:36:34Z,Dmitry Vyukov,False
linux,2018-02-06T23:36:30Z,Dmitry Vyukov,False
linux,2018-02-06T23:36:27Z,Dmitry Vyukov,False
linux,2018-02-06T23:36:23Z,Dmitry Vyukov,False
linux,2018-02-06T23:36:20Z,Alexander Potapenko,False
linux,2018-02-06T23:36:16Z,Paul Lawrence,False
linux,2018-02-06T23:36:11Z,Paul Lawrence,False
linux,2018-02-06T23:36:08Z,Andrey Ryabinin,False
linux,2018-02-06T23:36:03Z,Paul Lawrence,False
linux,2018-02-06T23:36:00Z,Andrey Konovalov,False
linux,2018-02-06T23:46:51Z,Sodagudi Prasad,False
linux,2018-02-06T12:22:47Z,Pablo Neira Ayuso,False
linux,2018-02-06T12:22:44Z,Pablo Neira Ayuso,False
linux,2018-02-05T22:41:45Z,Cong Wang,False
linux,2018-02-06T16:51:19Z,Konstantin Ryabitsev,False
linux,2018-02-06T23:30:52Z,Linus Torvalds,False
linux,2018-01-24T00:33:46Z,Bart Van Assche,False
linux,2018-02-06T23:04:58Z,Linus Torvalds,False
linux,2018-02-06T17:56:21Z,Marc Zyngier,False
linux,2018-02-06T17:56:20Z,Marc Zyngier,False
linux,2018-02-06T17:56:19Z,Marc Zyngier,False
linux,2018-02-06T17:56:18Z,Marc Zyngier,False
linux,2018-02-06T17:56:17Z,Marc Zyngier,False
linux,2018-02-06T17:56:16Z,Marc Zyngier,False
linux,2018-02-06T17:56:15Z,Marc Zyngier,False
linux,2018-02-06T17:56:14Z,Marc Zyngier,False
linux,2018-02-06T17:56:13Z,Marc Zyngier,False
linux,2018-02-06T17:56:12Z,Marc Zyngier,False
linux,2018-02-06T17:56:11Z,Marc Zyngier,False
linux,2018-02-06T17:56:10Z,Marc Zyngier,False
linux,2018-02-06T17:56:09Z,Marc Zyngier,False
linux,2018-02-06T17:56:08Z,Marc Zyngier,False
linux,2018-02-06T17:56:07Z,Marc Zyngier,False
linux,2018-02-06T17:56:06Z,Marc Zyngier,False
linux,2018-02-06T17:56:05Z,Marc Zyngier,False
linux,2018-02-02T17:31:40Z,Will Deacon,False
linux,2018-02-02T17:31:39Z,Will Deacon,False
linux,2018-02-05T15:34:24Z,Will Deacon,False
linux,2018-02-05T15:34:23Z,Will Deacon,False
linux,2018-02-05T15:34:22Z,Will Deacon,False
linux,2018-02-05T15:34:21Z,Will Deacon,False
linux,2018-02-05T15:34:20Z,Will Deacon,False
linux,2018-02-05T15:34:19Z,Robin Murphy,False
linux,2018-02-05T15:34:18Z,Robin Murphy,False
linux,2018-02-05T15:34:17Z,Robin Murphy,False
linux,2018-02-05T15:34:16Z,Will Deacon,False
linux,2018-01-29T12:00:00Z,Will Deacon,False
linux,2018-01-29T11:59:59Z,Will Deacon,False
linux,2018-01-29T11:59:58Z,Will Deacon,False
linux,2018-01-29T11:59:57Z,Will Deacon,False
linux,2018-01-29T11:59:56Z,Marc Zyngier,False
linux,2018-02-06T22:22:50Z,Will Deacon,False
linux,2018-01-29T11:59:54Z,Will Deacon,False
linux,2018-01-29T11:59:53Z,Will Deacon,False
linux,2018-01-29T11:59:52Z,Shanker Donthineni,False
linux,2018-01-31T12:12:20Z,Will Deacon,False
linux,2018-02-06T11:08:10Z,Bartosz Golaszewski,False
linux,2018-01-02T00:04:56Z,Stephen Rothwell,False
linux,2018-02-06T22:05:39Z,Howard McLauchlan,False
linux,2018-02-06T20:05:49Z,Matthew Wilcox,False
linux,2017-11-30T18:45:11Z,Matthew Wilcox,False
linux,2017-11-28T20:50:12Z,Matthew Wilcox,False
linux,2017-11-28T20:39:51Z,Matthew Wilcox,False
linux,2017-11-28T20:16:24Z,Matthew Wilcox,False
linux,2017-11-28T18:45:02Z,Matthew Wilcox,False
linux,2017-11-28T17:05:54Z,Matthew Wilcox,False
linux,2017-11-28T15:53:03Z,Matthew Wilcox,False
linux,2017-11-28T15:46:29Z,Matthew Wilcox,False
linux,2017-11-28T15:36:09Z,Matthew Wilcox,False
linux,2018-02-06T21:37:52Z,Matthew Wilcox,False
linux,2017-11-28T15:28:15Z,Matthew Wilcox,False
linux,2017-11-28T15:14:27Z,Matthew Wilcox,False
linux,2017-11-28T15:01:24Z,Matthew Wilcox,False
linux,2017-11-28T14:56:36Z,Matthew Wilcox,False
linux,2017-11-28T14:48:43Z,Matthew Wilcox,False
linux,2018-02-06T14:01:26Z,Martin Brandenburg,False
linux,2018-02-06T14:01:25Z,Martin Brandenburg,False
linux,2018-01-25T19:43:28Z,Mike Marshall,False
linux,2018-01-08T12:22:33Z,Xiongfeng Wang,False
linux,2018-01-26T19:07:14Z,Martin Brandenburg,False
linux,2018-01-26T19:07:13Z,Martin Brandenburg,False
linux,2018-01-26T19:07:12Z,Martin Brandenburg,False
linux,2018-01-26T19:07:11Z,Martin Brandenburg,False
linux,2018-02-01T18:06:34Z,Martin Brandenburg,False
linux,2018-02-05T20:16:56Z,Jens Axboe,False
linux,2018-02-06T21:06:27Z,Trond Myklebust,False
linux,2018-02-06T20:12:31Z,Ingo Molnar,False
linux,2017-11-28T19:27:14Z,Matthew Wilcox,False
linux,2017-11-10T01:15:14Z,Matthew Wilcox,False
linux,2017-11-04T03:06:32Z,Matthew Wilcox,False
linux,2018-01-25T22:25:24Z,Rodrigo Vivi,False
linux,2018-01-23T17:40:50Z,Rodrigo Vivi,False
linux,2018-02-05T16:04:38Z,Michal Srb,False
linux,2018-02-05T16:04:37Z,Michal Srb,False
linux,2018-01-30T14:29:38Z,Imre Deak,False
linux,2018-01-31T06:42:44Z,Tina Zhang,False
linux,2018-01-30T05:51:31Z,Changbin Du,False
linux,2018-01-26T07:09:08Z,Weinan Li,False
linux,2018-01-26T07:09:07Z,Weinan Li,False
linux,2018-02-06T19:27:48Z,Linus Torvalds,False
linux,2018-02-06T19:09:45Z,Linus Torvalds,False
linux,2018-02-06T18:41:33Z,Linus Torvalds,False
linux,2018-02-06T17:59:40Z,Linus Torvalds,False
linux,2018-02-06T17:55:12Z,Rafael J. Wysocki,False
linux,2018-02-05T05:19:24Z,Kai Heng Feng,False
linux,2018-02-06T16:48:40Z,David S. Miller,False
linux,2018-02-06T13:52:42Z,Suresh Reddy,False
linux,2018-02-06T13:52:41Z,Suresh Reddy,False
linux,2018-02-06T02:43:21Z,Guanglei Li,False
linux,2018-02-05T23:29:27Z,Jakub Kicinski,False
linux,2018-02-06T16:32:49Z,David S. Miller,False
linux,2018-02-05T21:35:36Z,William Tu,False
linux,2018-02-05T21:35:35Z,William Tu,False
linux,2018-02-05T21:35:34Z,William Tu,False
linux,2018-02-05T21:23:01Z,Paolo Abeni,False
linux,2018-02-05T20:10:01Z,Wolfram Sang,False
linux,2018-02-05T18:17:23Z,Andrew Lunn,False
linux,2018-02-06T12:54:28Z,Ralf Baechle,False
linux,2018-02-05T16:15:17Z,Ralf Baechle,False
linux,2018-02-05T15:40:00Z,Ralf Baechle,False
linux,2018-02-05T14:37:43Z,Ralf Baechle,False
linux,2018-02-06T12:45:36Z,Dan Carpenter,False
linux,2018-02-03T01:34:09Z,Stefano Stabellini,False
linux,2018-02-06T06:26:30Z,David Howells,False
linux,2018-02-06T06:26:30Z,David Howells,False
linux,2018-02-06T06:26:30Z,David Howells,False
linux,2018-02-06T14:12:32Z,David Howells,False
linux,2018-02-06T06:26:30Z,David Howells,False
linux,2018-02-06T06:26:30Z,David Howells,False
linux,2018-02-06T09:26:27Z,David Howells,False
linux,2018-02-06T01:18:17Z,Dan Williams,False
linux,2018-02-06T01:18:11Z,Dan Williams,False
linux,2018-02-06T10:39:32Z,Daniel Borkmann,False
linux,2018-02-05T18:17:54Z,John Fastabend,False
linux,2018-02-05T18:17:49Z,John Fastabend,False
linux,2018-02-05T18:17:43Z,John Fastabend,False
linux,2018-02-06T00:25:24Z,Yonghong Song,False
linux,2018-01-24T23:42:34Z,Bob Moore,False
linux,2018-01-04T18:06:38Z,Bob Moore,False
linux,2018-01-16T08:34:01Z,Peter Zijlstra,False
linux,2018-01-15T16:21:48Z,Peter Zijlstra,False
linux,2018-02-02T15:40:44Z,Arnd Bergmann,False
linux,2018-01-18T13:38:11Z,Peter Zijlstra,False
linux,2018-01-30T10:45:55Z,Mel Gorman,False
linux,2018-01-30T10:45:54Z,Mel Gorman,False
linux,2018-01-30T10:45:53Z,Mel Gorman,False
linux,2018-01-30T10:45:52Z,Mel Gorman,False
linux,2018-02-05T03:18:41Z,Wen Yang,False
linux,2018-01-24T01:45:38Z,Steven Rostedt (VMware),False
linux,2018-01-24T01:45:37Z,Steven Rostedt (VMware),False
linux,2018-01-23T19:34:30Z,Peter Zijlstra,False
linux,2018-01-16T19:51:06Z,Peter Zijlstra,False
linux,2018-01-11T09:36:38Z,Ross Lagerwall,False
linux,2018-01-11T09:36:37Z,Ross Lagerwall,False
linux,2018-02-01T12:40:19Z,Juergen Gross,False
linux,2018-02-06T01:18:05Z,Dan Williams,False
linux,2018-02-05T03:53:00Z,Shirish S,False
linux,2018-02-05T16:33:55Z,Desnes Augusto Nunes do Rosario,False
linux,2018-02-05T19:48:14Z,Tommi Rantala,False
linux,2018-02-05T12:10:35Z,Alexey Kodanev,False
linux,2018-02-06T01:27:46Z,Kees Cook,False
linux,2018-02-04T17:01:43Z,valdis.kletnieks@vt.edu,False
linux,2018-02-05T15:20:06Z,Trond Myklebust,False
linux,2018-01-17T21:25:59Z,J. Bruce Fields,False
linux,2018-01-12T22:42:30Z,Trond Myklebust,False
linux,2018-01-08T11:21:04Z,Christoph Hellwig,False
linux,2018-02-05T21:35:56Z,Linus Torvalds,False
linux,2018-02-05T21:25:47Z,Ingo Molnar,False
linux,2018-02-05T21:05:20Z,Linus Torvalds,False
linux,2018-01-29T20:20:20Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:19Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:18Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:17Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:16Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:15Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:14Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:13Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:12Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:11Z,Mathieu Desnoyers,False
linux,2018-01-29T20:20:10Z,Mathieu Desnoyers,False
linux,2018-02-05T20:33:04Z,Dave Airlie,False
linux,2018-02-05T20:31:01Z,Dave Airlie,False
linux,2018-02-05T19:55:38Z,Jens Axboe,False
linux,2018-02-05T18:07:40Z,Linus Torvalds,False
linux,2018-02-05T18:05:40Z,Linus Torvalds,False
linux,2018-02-05T17:51:15Z,Linus Torvalds,False
linux,2018-02-05T17:44:52Z,Linus Torvalds,False
linux,2018-02-05T12:54:36Z,Thierry Reding,False
linux,2018-02-05T12:47:50Z,Thierry Reding,False
linux,2018-02-05T12:47:49Z,Thierry Reding,False
linux,2018-02-04T22:24:30Z,Stephen Rothwell,False
linux,2018-02-05T01:21:31Z,Ulf Magnusson,False
linux,2018-01-30T05:30:52Z,Ravi Bangoria,False
linux,2018-01-30T05:30:53Z,Ravi Bangoria,False
linux,2018-02-01T08:38:12Z,Jiri Olsa,False
linux,2018-01-30T14:07:37Z,Nikolay Borisov,False
linux,2018-02-05T14:29:51Z,Max Gurtovoy,False
linux,2018-02-05T14:24:52Z,Sagi Grimberg,False
linux,2018-02-05T13:14:00Z,oulijun,False
linux,2018-02-01T08:38:11Z,Jiri Olsa,False
linux,2018-02-01T08:38:10Z,Jiri Olsa,False
linux,2018-02-05T03:31:27Z,Jie Deng,False
linux,2018-02-05T02:07:10Z,Tonghao Zhang,False
linux,2017-12-15T09:34:53Z,Matt Redfearn,False
linux,2018-01-05T10:31:07Z,Matt Redfearn,False
linux,2018-01-16T06:36:46Z,Martin Schwidefsky,False
linux,2018-01-29T11:26:45Z,Matt Redfearn,False
linux,2018-01-16T06:11:45Z,Martin Schwidefsky,False
linux,2018-01-16T06:03:44Z,Martin Schwidefsky,False
linux,2018-02-02T14:36:40Z,James Hogan,False
linux,2018-02-02T22:14:11Z,James Hogan,False
linux,2018-02-02T22:14:10Z,James Hogan,False
linux,2018-02-02T22:14:09Z,James Hogan,False
linux,2018-01-23T21:57:55Z,Bo Yan,False
linux,2018-01-30T11:54:45Z,Amir Goldstein,False
linux,2018-01-28T00:35:48Z,Amir Goldstein,False
linux,2018-01-26T11:01:55Z,Martin Schwidefsky,False
linux,2018-01-16T12:27:30Z,Martin Schwidefsky,False
linux,2018-01-29T11:55:29Z,Sebastian Ott,False
linux,2018-01-27T11:40:13Z,Heiko Carstens,False
linux,2018-02-03T06:37:15Z,Yonghong Song,False
linux,2018-02-04T21:46:58Z,David S. Miller,False
linux,2018-02-04T19:45:55Z,Linus Torvalds,False
linux,2018-02-04T19:43:30Z,Linus Torvalds,False
linux,2018-02-04T19:41:31Z,Linus Torvalds,False
linux,2018-02-04T19:16:35Z,Linus Torvalds,False
linux,2018-02-04T19:13:49Z,Linus Torvalds,False
linux,2018-02-04T19:11:23Z,Linus Torvalds,False
linux,2018-02-04T18:57:43Z,Linus Torvalds,False
linux,2018-02-04T18:43:12Z,Linus Torvalds,False
linux,2018-02-02T21:40:03Z,Jason Gunthorpe,False
linux,2018-02-02T21:35:29Z,Jason Gunthorpe,False
linux,2018-02-02T13:43:37Z,Rajneesh Bhardwaj,False
linux,2018-02-02T13:43:36Z,Rajneesh Bhardwaj,False
linux,2018-02-02T13:43:35Z,Rajneesh Bhardwaj,False
linux,2018-02-02T13:43:34Z,Srinivas Pandruvada,False
linux,2018-02-02T13:43:33Z,Srinivas Pandruvada,False
linux,2018-02-01T20:49:24Z,Andreas Klinger,False
linux,2018-01-29T20:22:49Z,Yazen Ghannam,False
linux,2018-01-29T05:40:36Z,Kai Heng Feng,False
linux,2018-01-29T02:26:46Z,Chen Yu,False
linux,2018-01-26T15:02:59Z,Hans de Goede,False
linux,2018-01-26T15:02:58Z,Hans de Goede,False
linux,2018-01-26T15:02:57Z,Hans de Goede,False
linux,2018-01-26T15:02:56Z,Hans de Goede,False
linux,2018-01-24T23:42:32Z,Jung-uk Kim,False
linux,2018-01-24T23:42:31Z,Jung-uk Kim,False
linux,2018-01-24T23:42:30Z,Jung-uk Kim,False
linux,2018-01-24T23:42:29Z,Anuj Mittal,False
linux,2018-01-23T15:59:20Z,Gustavo A. R. Silva,False
linux,2017-12-05T15:47:00Z,Georgi Djakov,False
linux,2017-12-05T15:46:57Z,Georgi Djakov,False
linux,2017-12-05T15:46:56Z,Georgi Djakov,False
linux,2018-02-04T00:25:42Z,Linus Torvalds,False
linux,2018-02-03T14:56:23Z,KarimAllah Ahmed,False
linux,2018-02-01T21:59:45Z,KarimAllah Ahmed,False
linux,2018-02-01T21:59:44Z,KarimAllah Ahmed,False
